RowID,OrderDate,OrderPriority,OrderQuantity,Sales,ShipMode,ShippingCost,CustomerName,CustomerSegment,ProductCategory,ProductContainer,ShipDate
6477,2011-03-02,Critical,35,677.43,Regular Air,4,Tom Stivers,Small Business,Technology,Small Box,2011-03-04
6478,2011-03-02,Critical,38,491.78,Regular Air,6.47,Tom Stivers,Small Business,Office Supplies,Small Box,2011-03-02
6625,2011-09-11,High,47,6131.54,Regular Air,12.65,Tom Stivers,Small Business,Furniture,Medium Box,2011-09-13
6687,2010-07-25,Low,29,475.58,Regular Air,4,Vivek Sundaresam,Home Office,Technology,Small Box,2010-07-27
6698,2010-07-13,Low,50,274.04,Express Air,7.57,Gary McGarr,Home Office,Office Supplies,Small Box,2010-07-18
6756,2009-04-19,High,20,3960.99,Express Air,24.49,Matt Collister,Home Office,Technology,Large Box,2009-04-21
6758,2011-05-23,Not Specified,16,139.69,Regular Air,9.23,Vivian Mathis,Home Office,Office Supplies,Small Box,2011-05-25
6759,2011-05-23,Not Specified,39,6030.58,Regular Air,8.99,Vivian Mathis,Home Office,Technology,Small Box,2011-05-24
6816,2011-12-20,Critical,47,725.8,Express Air,1.97,Barry Gonzalez,Consumer,Office Supplies,Wrap Bag,2011-12-20
6829,2010-02-01,High,36,111.83,Regular Air,0.7,Matt Collister,Home Office,Office Supplies,Wrap Bag,2010-02-01
6830,2010-02-01,High,50,4159.628,Express Air,4.9,Matt Collister,Home Office,Technology,Small Box,2010-02-01
7089,2012-02-05,Medium,22,1505.67,Delivery Truck,30,Vivek Sundaresam,Home Office,Furniture,Jumbo Drum,2012-02-06
7241,2009-01-13,Critical,17,39.23,Regular Air,5.33,Michelle Huthwaite,Home Office,Furniture,Small Box,2009-01-13
7320,2010-12-11,Critical,25,612.93,Regular Air,12.98,Greg Tran,Home Office,Office Supplies,Small Box,2010-12-12
7321,2010-12-11,Critical,12,1551.34,Delivery Truck,78.64,Greg Tran,Home Office,Furniture,Jumbo Box,2010-12-12
7338,2009-10-29,Critical,48,287.54,Regular Air,0.96,Michelle Tran,Corporate,Office Supplies,Wrap Bag,2009-10-31
7339,2009-10-29,Critical,5,88.315,Regular Air,0.99,Michelle Tran,Corporate,Technology,Wrap Bag,2009-10-30
7600,2012-04-08,Not Specified,49,4968.5,Regular Air,19.99,Carol Adams,Corporate,Technology,Small Box,2012-04-08
7619,2011-01-04,Medium,15,92.03,Regular Air,0.91,Ralph Arnett,Consumer,Office Supplies,Wrap Bag,2011-01-05
7636,2011-08-15,High,38,262.9,Regular Air,5.2,Carol Adams,Corporate,Office Supplies,Small Box,2011-08-15
7670,2012-02-11,High,31,1024.31,Regular Air,12.62,Bart Pistole,Home Office,Office Supplies,Small Box,2012-02-12
7726,2011-03-23,Not Specified,22,51.39,Express Air,4.86,Chad McGuire,Small Business,Furniture,Small Box,2011-03-24
7727,2011-03-23,Not Specified,31,293.52,Regular Air,7.28,Chad McGuire,Small Business,Office Supplies,Small Box,2011-03-24
7820,2009-05-23,High,44,1844.97,Regular Air,2.99,Tom Stivers,Corporate,Office Supplies,Small Box,2009-05-24
7865,2011-09-09,Medium,49,266.3,Express Air,5.71,Gary McGarr,Home Office,Furniture,Medium Box,2011-09-10
7972,2011-03-08,Critical,17,74.25,Regular Air,5.26,Vivek Gonzalez,Consumer,Office Supplies,Small Box,2011-03-09
7973,2011-03-08,Critical,4,23.23,Regular Air,6.72,Vivek Gonzalez,Consumer,Office Supplies,Small Box,2011-03-09
8134,2012-05-16,Medium,33,203.49,Express Air,1.2,Darren Budd,Corporate,Furniture,Medium Box,2012-05-16
8137,2009-09-29,High,33,211.48,Regular Air,2.99,Michelle Huthwaite,Home Office,Office Supplies,Small Box,2009-09-29
8138,2009-09-29,High,38,5601.1,Express Air,19.99,Michelle Huthwaite,Home Office,Office Supplies,Small Box,2009-09-29
8207,2010-10-24,High,2,21.01,Regular Air,8.19,Tom Stivers,Small Business,Office Supplies,Small Box,2010-10-26
8216,2009-07-06,Medium,20,525.78,Regular Air,6.93,Vivian Mathis,Home Office,Furniture,Small Box,2009-07-07
44,2010-12-28,Critical,33,216.77,Regular Air,5.27,Liz Willingham,Home Office,Office Supplies,Small Box,2010-12-30
153,2011-05-19,Medium,50,315.02,Regular Air,1.49,Stefania Perrino,Corporate,Office Supplies,Small Box,2011-05-21
177,2012-02-14,Critical,23,115.1,Regular Air,0.5,Thea Hendricks,Home Office,Office Supplies,Small Box,2012-02-16
227,2012-02-14,Not Specified,5,16.6,Regular Air,6.05,Grant Thornton,Corporate,Office Supplies,Small Box,2012-02-14
650,2010-11-14,Not Specified,28,7384.54,Delivery Truck,81.98,Carlos Meador,Consumer,Furniture,Jumbo Box,2010-11-15
663,2009-05-13,Medium,34,482.93,Regular Air,7.59,Carlos Meador,Corporate,Office Supplies,Small Pack,2009-05-14
1101,2010-12-09,Medium,48,7522.8,Express Air,19.99,Doug Jacobs,Home Office,Office Supplies,Small Box,2010-12-11
1158,2009-04-14,Medium,33,1003.71,Express Air,4,Becky Martin,Home Office,Technology,Small Box,2009-04-16
1186,2012-10-07,High,38,1610.76,Regular Air,16.36,Speros Goranitis,Corporate,Office Supplies,Small Box,2012-10-09
1238,2012-06-02,Medium,2,12.12,Regular Air,0.95,Katherine Murray,Home Office,Office Supplies,Wrap Bag,2012-06-03
1392,2010-02-08,Critical,39,147.88,Regular Air,5.47,Michael Paige,Small Business,Office Supplies,Small Box,2010-02-10
1557,2010-10-30,High,4,1629.75,Regular Air,11.37,Robert Barroso,Small Business,Office Supplies,Small Box,2010-11-01
1616,2011-12-25,High,26,188.93,Regular Air,1.77,Dean Percer,Home Office,Office Supplies,Wrap Bag,2011-12-25
1768,2010-03-19,Low,22,345.69,Regular Air,1.97,Ann Blume,Small Business,Office Supplies,Wrap Bag,2010-03-21
1821,2011-12-14,Not Specified,34,3577.11,Delivery Truck,58.72,Damala Kotsonis,Corporate,Furniture,Jumbo Box,2011-12-17
1859,2009-09-21,Low,16,96.04,Regular Air,5.3,Paul Knutson,Corporate,Office Supplies,Small Pack,2009-09-26
1932,2009-12-27,Low,19,55.27,Regular Air,0.5,George Zrebassa,Home Office,Office Supplies,Small Box,2010-01-03
2572,2011-12-20,Critical,41,160.11,Regular Air,2.97,Noel Staavos,Home Office,Office Supplies,Wrap Bag,2011-12-22
2876,2011-12-25,Medium,10,1410.93,Delivery Truck,36.09,Aaron Hawkins,Home Office,Furniture,Jumbo Box,2011-12-26
2896,2010-11-24,Low,50,1978.3665,Regular Air,4.99,Ellis Ballard,Corporate,Technology,Small Box,2010-11-26
3729,2011-12-22,High,17,72.75,Regular Air,5.26,Tom Prescott,Small Business,Office Supplies,Small Box,2011-12-22
3826,2011-09-14,Not Specified,8,301.57,Delivery Truck,19.19,Speros Goranitis,Corporate,Furniture,Jumbo Drum,2011-09-15
3927,2009-06-14,Critical,21,4201.08,Regular Air,11.54,Dianna Arnett,Home Office,Furniture,Large Box,2009-06-16
3950,2009-06-15,Not Specified,15,5028.31,Delivery Truck,30,Chuck Sachs,Consumer,Furniture,Jumbo Drum,2009-06-17
4113,2012-03-28,Medium,19,238.35,Regular Air,7.95,Bill Shonely,Small Business,Office Supplies,Small Pack,2012-03-29
4132,2009-08-25,High,10,150.33,Regular Air,4.53,Eric Barreto,Consumer,Office Supplies,Small Box,2009-08-28
4179,2011-12-30,Not Specified,29,155.86,Regular Air,8.16,Dave Poirier,Small Business,Office Supplies,Small Box,2011-12-31
4182,2010-04-06,Medium,9,30.35,Regular Air,0.99,Eric Barreto,Consumer,Office Supplies,Small Box,2010-04-07
4315,2010-11-25,Low,20,4108.17,Regular Air,69,David Flashing,Home Office,Furniture,Large Box,2010-11-29
4443,2010-08-11,Not Specified,19,1504.97,Regular Air,4,Elizabeth Moffitt,Consumer,Technology,Small Box,2010-08-12
4538,2012-02-15,Low,49,5008.761,Regular Air,5.99,Ben Peterman,Corporate,Technology,Small Box,2012-02-22
4950,2010-06-04,Low,18,211.44,Regular Air,6.5,Brad Thomas,Home Office,Technology,Small Box,2010-06-11
4967,2011-04-18,Critical,4,41.06,Regular Air,6.28,Yana Sorensen,Corporate,Office Supplies,Small Box,2011-04-20
4989,2012-02-10,Medium,36,455.93,Express Air,4.98,Janet Martin,Corporate,Furniture,Small Pack,2012-02-12
5267,2009-10-01,Low,8,43.72,Regular Air,2.04,Tom Prescott,Small Business,Office Supplies,Wrap Bag,2009-10-01
5515,2011-09-07,High,46,75.6,Regular Air,5.28,Debra Catini,Small Business,Office Supplies,Small Box,2011-09-07
5541,2012-08-27,High,14,36.41,Regular Air,0.5,Dan Campbell,Small Business,Office Supplies,Small Box,2012-08-29
5706,2009-12-19,Not Specified,48,201.98,Express Air,6.89,Sylvia Foulston,Corporate,Office Supplies,Small Box,2009-12-21
6014,2009-04-06,Medium,31,9459.94,Delivery Truck,54.92,Alex Grayson,Consumer,Furniture,Jumbo Box,2009-04-07
6425,2012-08-07,Low,2,20.16,Regular Air,7.86,Barry Franz,Corporate,Office Supplies,Small Box,2012-08-11
6542,2011-08-21,Low,23,84.47,Regular Air,1.49,Chuck Sachs,Consumer,Office Supplies,Small Box,2011-08-21
6691,2009-12-08,Not Specified,17,5001.29,Regular Air,19.99,Sylvia Foulston,Corporate,Office Supplies,Small Box,2009-12-09
6713,2010-05-12,Medium,50,230.23,Express Air,5.74,Anthony Garverick,Small Business,Office Supplies,Small Box,2010-05-12
6819,2011-03-26,Critical,3,13.71,Regular Air,3.97,Astrea Jones,Corporate,Office Supplies,Wrap Bag,2011-03-27
6880,2009-10-01,High,46,300.07,Regular Air,8.4,Cathy Hwang,Home Office,Office Supplies,Small Box,2009-10-03
7115,2010-03-19,Low,46,2422.721,Regular Air,8.99,Deborah Brumfield,Corporate,Technology,Small Box,2010-03-24
7229,2012-10-27,High,10,45.69,Express Air,4.17,Frank Atkinson,Corporate,Office Supplies,Small Pack,2012-10-29
7240,2012-03-08,Medium,12,173.97,Regular Air,4.51,Ben Peterman,Corporate,Office Supplies,Small Box,2012-03-09
7406,2012-01-18,Critical,32,5934.39,Regular Air,19.99,Julie Kriz,Corporate,Office Supplies,Small Box,2012-01-20
7629,2011-06-12,Low,28,1971.56,Delivery Truck,26.85,Erica Hernandez,Small Business,Furniture,Jumbo Box,2011-06-16
7700,2011-08-24,Low,33,3093.76,Express Air,35,Bobby Elias,Small Business,Office Supplies,Large Box,2011-08-26
7707,2012-12-03,Critical,6,1008.872,Express Air,69,Joni Wasserman,Consumer,Furniture,Large Box,2012-12-03
8111,2012-04-03,Low,47,13382.01,Delivery Truck,26.53,Jennifer Patt,Home Office,Technology,Jumbo Drum,2012-04-05
8196,2010-01-14,Critical,19,2328.62,Delivery Truck,30,Dianna Wilson,Small Business,Furniture,Jumbo Drum,2010-01-15
22,2010-06-10,Medium,27,192.814,Regular Air,5.03,Emily Phan,Consumer,Technology,Medium Box,2010-06-11
182,2011-11-06,Medium,35,3532.96,Delivery Truck,60,Karl Brown,Home Office,Furniture,Jumbo Drum,2011-11-07
220,2009-12-05,Medium,24,416.4,Regular Air,4.96,Noel Staavos,Home Office,Office Supplies,Small Box,2009-12-07
284,2009-09-01,Not Specified,1,11.35,Regular Air,5.67,Katherine Murray,Home Office,Office Supplies,Small Box,2009-09-03
285,2011-10-05,Not Specified,9,122.14,Regular Air,4.51,Paul Knutson,Corporate,Office Supplies,Small Box,2011-10-07
337,2010-01-25,High,11,1382.8,Regular Air,19.99,Maribeth Dona,Home Office,Office Supplies,Small Box,2010-01-25
495,2009-06-22,Medium,11,30.61,Regular Air,1.49,Alex Grayson,Consumer,Office Supplies,Small Box,2009-06-23
547,2012-12-09,Not Specified,24,99.53,Express Air,1.49,Evan Henry,Corporate,Office Supplies,Small Box,2012-12-11
572,2010-05-20,Low,14,700.46,Express Air,7.23,Paul Knutson,Corporate,Office Supplies,Small Box,2010-05-20
589,2010-06-01,Low,21,763.12,Regular Air,5.49,Bill Tyler,Consumer,Office Supplies,Small Box,2010-06-03
604,2012-07-02,Low,3,42.5,Regular Air,8.99,Denise Leinenbach,Home Office,Office Supplies,Small Pack,2012-07-06
637,2010-10-10,Medium,39,279.29,Regular Air,4,Michael Paige,Small Business,Furniture,Wrap Bag,2010-10-12
701,2012-08-21,Critical,21,121.3,Regular Air,5.59,Michael Stewart,Small Business,Office Supplies,Small Box,2012-08-23
706,2011-02-25,Low,4,40.87,Express Air,8.74,Corinna Mitchell,Corporate,Office Supplies,Small Box,2011-02-27
723,2010-11-25,Low,14,2066.63,Regular Air,19.99,Evan Henry,Corporate,Office Supplies,Small Box,2010-11-27
848,2011-09-22,Critical,48,1734.72,Regular Air,19.99,Michael Kennedy,Corporate,Office Supplies,Small Box,2011-09-24
955,2011-12-10,Not Specified,14,294.52,Regular Air,5.94,Alan Shonely,Small Business,Office Supplies,Medium Box,2011-12-12
960,2012-03-26,Low,4,187.3995,Regular Air,3.3,Dianna Arnett,Home Office,Technology,Small Pack,2012-03-28
972,2011-10-10,Low,15,241.89,Regular Air,10.68,Shirley Jackson,Corporate,Office Supplies,Small Box,2011-10-12
973,2011-10-10,Low,43,83.34,Regular Air,2.58,Shirley Jackson,Corporate,Office Supplies,Wrap Bag,2011-10-14
1003,2009-09-14,High,7,296.84,Regular Air,1.99,Debra Catini,Small Business,Technology,Small Pack,2009-09-15
1080,2010-03-13,Medium,23,139.19,Regular Air,7.15,Carlos Meador,Corporate,Office Supplies,Small Box,2010-03-15
1099,2012-10-21,Medium,17,1125.76,Regular Air,12.23,Debra Catini,Small Business,Furniture,Medium Box,2012-10-23
1135,2010-02-01,Not Specified,18,299.87,Regular Air,1.39,Ellis Ballard,Corporate,Office Supplies,Small Box,2010-02-02
1166,2011-07-15,Low,8,84.64,Express Air,4.5,Fred McMath,Small Business,Office Supplies,Small Box,2011-07-22
1240,2012-06-02,Medium,30,1136.44,Regular Air,6.5,Katherine Murray,Home Office,Technology,Small Box,2012-06-04
1314,2009-04-13,Critical,1,3.42,Regular Air,1.49,Andy Reiter,Corporate,Office Supplies,Small Box,2009-04-15
1444,2011-01-02,Low,24,138.75,Regular Air,1,Karl Brown,Corporate,Office Supplies,Wrap Bag,2011-01-09
1491,2011-09-10,Critical,5,95.38,Regular Air,13.18,Dianna Wilson,Small Business,Office Supplies,Small Box,2011-09-11
1527,2012-05-13,High,36,251.05,Regular Air,0.49,Fred McMath,Small Business,Office Supplies,Small Box,2012-05-14
1558,2010-10-30,High,49,261.02,Regular Air,4.95,Robert Barroso,Small Business,Office Supplies,Small Box,2010-10-31
1604,2012-09-24,Not Specified,30,243.49,Regular Air,2.38,Valerie Mitchum,Home Office,Technology,Small Pack,2012-09-25
1628,2010-06-29,Not Specified,45,311.1,Regular Air,2,Alex Grayson,Consumer,Office Supplies,Wrap Bag,2010-07-01
1629,2010-06-29,Not Specified,43,452.93,Regular Air,6.5,Alex Grayson,Consumer,Technology,Small Box,2010-06-30
1748,2010-05-13,Medium,16,1702.499,Regular Air,5.99,Michael Stewart,Small Business,Technology,Small Box,2010-05-16
1754,2010-01-13,Low,43,140.72,Regular Air,3.97,Dave Poirier,Small Business,Office Supplies,Wrap Bag,2010-01-15
1795,2011-03-01,Critical,31,53.33,Regular Air,0.7,Muhammed Lee,Consumer,Office Supplies,Wrap Bag,2011-03-02
1809,2012-04-24,Medium,11,653.92,Regular Air,9.71,Doug Jacobs,Home Office,Office Supplies,Small Box,2012-04-25
1815,2012-01-15,Critical,42,290.68,Regular Air,6.18,Fred McMath,Small Business,Office Supplies,Small Box,2012-01-17
1873,2010-10-16,Not Specified,47,231.29,Express Air,5.68,Noel Staavos,Home Office,Office Supplies,Small Box,2010-10-18
1891,2012-05-17,Critical,7,40.11,Regular Air,5.14,Pierre Wener,Home Office,Technology,Small Pack,2012-05-18
1916,2010-05-09,Not Specified,10,44.08,Regular Air,1.22,Tom Prescott,Small Business,Office Supplies,Wrap Bag,2010-05-12
1971,2009-07-24,Low,1,68.45,Express Air,13.66,Paul Lucas,Corporate,Office Supplies,Small Box,2009-07-24
1974,2009-04-06,Critical,38,6532.48,Delivery Truck,35.89,Dave Poirier,Small Business,Furniture,Jumbo Box,2009-04-08
1975,2009-04-06,Critical,41,241.9,Regular Air,5.92,Dave Poirier,Small Business,Furniture,Medium Box,2009-04-06
2099,2011-12-21,Not Specified,46,1200.13,Express Air,8.99,Erica Hernandez,Small Business,Office Supplies,Small Pack,2011-12-23
2152,2012-05-13,Critical,7,2202.45,Delivery Truck,69.55,Benjamin Venier,Small Business,Furniture,Jumbo Drum,2012-05-15
2218,2012-01-05,Medium,28,169.22,Regular Air,8.49,Harold Dahlen,Corporate,Office Supplies,Small Box,2012-01-07
2219,2012-01-05,Medium,10,1319.421,Regular Air,8.08,Harold Dahlen,Corporate,Technology,Small Box,2012-01-06
2220,2012-01-05,Medium,33,550.93,Regular Air,9.47,Harold Dahlen,Corporate,Office Supplies,Small Box,2012-01-06
2374,2012-05-27,Medium,7,2236.16,Delivery Truck,58.95,Eric Barreto,Small Business,Furniture,Jumbo Drum,2012-05-28
2436,2012-05-13,High,43,1883.82,Regular Air,3.5,Michael Kennedy,Corporate,Office Supplies,Small Box,2012-05-15
2467,2012-08-20,High,21,1490.56,Delivery Truck,60,Troy Staebel,Small Business,Office Supplies,Jumbo Drum,2012-08-22
2468,2012-08-20,High,17,105.44,Regular Air,1.2,Troy Staebel,Small Business,Office Supplies,Wrap Bag,2012-08-22
2472,2012-09-09,Medium,28,1201.68,Regular Air,19.99,Doug Jacobs,Home Office,Office Supplies,Small Box,2012-09-12
2473,2012-09-09,Medium,21,2784.57,Regular Air,24.49,Doug Jacobs,Home Office,Furniture,Large Box,2012-09-12
2478,2010-03-25,Critical,22,5202.896,Delivery Truck,54.12,Benjamin Venier,Small Business,Furniture,Jumbo Box,2010-03-27
2532,2012-04-12,Critical,35,6608.24,Regular Air,0.99,Tracy Poddar,Corporate,Office Supplies,Small Box,2012-04-12
2708,2011-02-25,Low,2,7.98,Regular Air,1.35,Ellis Ballard,Corporate,Office Supplies,Wrap Bag,2011-02-28
2849,2009-10-05,Critical,49,8252.361,Regular Air,4.2,Paul Knutson,Corporate,Technology,Small Box,2009-10-06
2850,2009-10-05,Critical,7,2205.84,Delivery Truck,18.06,Paul Knutson,Corporate,Technology,Jumbo Drum,2009-10-06
2877,2011-12-25,Medium,15,3364.248,Delivery Truck,61.76,Aaron Hawkins,Home Office,Furniture,Jumbo Box,2011-12-27
2897,2009-05-20,High,4,442.99,Delivery Truck,35.84,Elizabeth Moffitt,Consumer,Furniture,Jumbo Box,2009-05-21
2945,2012-12-09,Low,29,587.2,Regular Air,1.99,Bobby Trafton,Corporate,Technology,Small Pack,2012-12-13
2946,2012-12-09,Low,39,110.79,Regular Air,0.5,Bobby Trafton,Corporate,Office Supplies,Small Box,2012-12-18
2998,2011-01-22,Not Specified,29,516.62,Regular Air,1.99,Troy Staebel,Small Business,Technology,Small Pack,2011-01-23
3095,2012-04-23,Medium,30,177.22,Regular Air,1,Speros Goranitis,Corporate,Office Supplies,Wrap Bag,2012-04-24
3109,2010-05-14,Medium,24,790.24,Regular Air,9.02,Bill Tyler,Consumer,Technology,Small Box,2010-05-15
3247,2012-01-16,High,14,50.85,Express Air,2.2,Pierre Wener,Home Office,Office Supplies,Wrap Bag,2012-01-18
3287,2011-04-11,Critical,20,1077.8085,Express Air,8.99,Alan Shonely,Small Business,Technology,Small Box,2011-04-13
3288,2011-04-11,Critical,19,2899.98,Regular Air,5.5,Alan Shonely,Small Business,Technology,Small Box,2011-04-12
3289,2011-04-11,Critical,36,233.38,Regular Air,8.73,Alan Shonely,Small Business,Office Supplies,Small Box,2011-04-13
3349,2011-03-04,Critical,19,127.48,Regular Air,5.84,Tracy Poddar,Corporate,Office Supplies,Small Box,2011-03-07
3458,2009-07-28,Critical,40,2550.12,Express Air,4.5,Tony Molinari,Corporate,Office Supplies,Small Box,2009-07-30
3570,2009-05-21,High,40,194.02,Regular Air,0.8,Bill Shonely,Small Business,Office Supplies,Wrap Bag,2009-05-22
3629,2009-04-22,Medium,14,422.83,Regular Air,6.64,Rick Duston,Corporate,Office Supplies,Small Box,2009-04-22
3634,2011-05-04,Not Specified,10,170.35,Regular Air,8.34,Janet Martin,Corporate,Office Supplies,Small Box,2011-05-06
3668,2010-09-12,Low,19,20329.8,Regular Air,13.99,Janet Martin,Corporate,Technology,Medium Box,2010-09-16
3676,2012-10-30,Low,15,2567.64,Regular Air,69,Brendan Murry,Corporate,Furniture,Large Box,2012-11-04
3739,2009-02-06,Critical,2,1838.18,Regular Air,13.99,Bobby Elias,Small Business,Technology,Medium Box,2009-02-08
3749,2010-07-23,Critical,12,1466.95,Delivery Truck,30,Christy Brittain,Consumer,Furniture,Jumbo Drum,2010-07-24
3750,2010-07-23,Critical,33,440.23,Regular Air,7.51,Christy Brittain,Consumer,Technology,Medium Box,2010-07-24
3765,2012-04-27,Low,18,3136.2025,Regular Air,5.26,Noel Staavos,Home Office,Technology,Small Box,2012-05-01
3776,2009-08-15,Critical,48,460.69,Regular Air,7.29,Aaron Hawkins,Home Office,Furniture,Small Pack,2009-08-17
3845,2011-01-31,High,12,82.64,Regular Air,2.35,Anthony Garverick,Small Business,Office Supplies,Wrap Bag,2011-02-01
3949,2009-06-15,Not Specified,10,784.08,Delivery Truck,46.74,Chuck Sachs,Consumer,Furniture,Jumbo Box,2009-06-16
3951,2009-06-15,Not Specified,41,1085.61,Regular Air,4,Chuck Sachs,Consumer,Technology,Small Box,2009-06-17
4070,2011-09-19,Critical,41,6863.95,Express Air,19.99,Craig Yedwab,Consumer,Office Supplies,Small Box,2011-09-20
4130,2010-06-10,High,33,162.39,Regular Air,5.57,Bobby Trafton,Small Business,Office Supplies,Small Box,2010-06-12
4131,2009-08-25,High,47,2519.55,Regular Air,16.11,Eric Barreto,Consumer,Office Supplies,Small Box,2009-08-27
4133,2009-08-25,High,46,1634.17,Express Air,13.89,Eric Barreto,Consumer,Office Supplies,Wrap Bag,2009-08-26
4152,2012-02-15,Medium,40,13367.82,Delivery Truck,29.2,Katrina Willman,Consumer,Furniture,Jumbo Box,2012-02-16
4225,2010-10-15,Low,34,16193.16,Delivery Truck,49,Giulietta Dortch,Consumer,Technology,Jumbo Drum,2010-10-19
4241,2010-10-04,Critical,30,443.46,Regular Air,1.39,Aaron Hawkins,Home Office,Office Supplies,Small Box,2010-10-05
4242,2011-01-29,Not Specified,31,792.76,Regular Air,12.98,Karl Brown,Home Office,Office Supplies,Small Box,2011-01-31
4251,2011-08-26,Low,44,1453.704,Regular Air,1.1,Carlos Meador,Corporate,Technology,Small Box,2011-08-30
4252,2011-08-26,Low,34,7656.304,Delivery Truck,54.12,Carlos Meador,Corporate,Furniture,Jumbo Box,2011-08-30
4254,2011-12-07,Critical,25,1412.98,Regular Air,4.5,Ellis Ballard,Corporate,Office Supplies,Small Box,2011-12-07
4255,2011-12-07,Critical,39,19539.94,Delivery Truck,16.63,Ellis Ballard,Corporate,Technology,Jumbo Box,2011-12-08
4587,2012-09-15,High,18,126.69,Regular Air,5.48,Peter McVee,Small Business,Office Supplies,Small Box,2012-09-17
4588,2012-09-15,High,12,162.11,Express Air,6.47,Peter McVee,Small Business,Office Supplies,Small Box,2012-09-17
4621,2012-03-03,High,34,145.48,Express Air,1.2,Corey Lock,Home Office,Office Supplies,Wrap Bag,2012-03-04
4631,2011-02-24,High,25,2427.25,Regular Air,19.99,Michael Paige,Small Business,Technology,Small Box,2011-02-25
4639,2009-01-24,Low,5,318.31,Regular Air,0.99,Debra Catini,Small Business,Office Supplies,Small Box,2009-01-29
4655,2010-08-03,Critical,7,368.0245,Regular Air,4.2,Harold Dahlen,Corporate,Technology,Small Box,2010-08-06
4673,2011-11-30,Not Specified,6,24.2,Regular Air,1.17,Katherine Murray,Home Office,Office Supplies,Wrap Bag,2011-12-02
4733,2009-07-26,Low,13,1619.51,Delivery Truck,70.2,Troy Staebel,Small Business,Furniture,Jumbo Drum,2009-07-30
4747,2012-08-04,High,45,463.93,Regular Air,2.89,Pierre Wener,Home Office,Office Supplies,Small Pack,2012-08-05
4757,2009-01-11,Not Specified,29,138.17,Express Air,6.6,Bradley Drucker,Small Business,Furniture,Small Box,2009-01-13
4758,2009-01-11,Not Specified,18,216.87,Regular Air,5.01,Bradley Drucker,Small Business,Office Supplies,Small Box,2009-01-11
4826,2012-09-06,High,16,75.77,Regular Air,5.15,Fred McMath,Small Business,Office Supplies,Small Box,2012-09-08
4859,2012-07-19,Medium,12,488.65,Regular Air,17.48,Dave Poirier,Small Business,Office Supplies,Small Box,2012-07-20
4872,2012-01-10,Critical,35,12741.81,Delivery Truck,99,Darrin Sayre,Consumer,Office Supplies,Jumbo Drum,2012-01-12
4874,2009-11-23,Low,36,572.4,Regular Air,6.25,Brad Thomas,Home Office,Office Supplies,Small Box,2009-11-30
4878,2011-04-28,Low,11,55.49,Regular Air,7.24,Elizabeth Moffitt,Consumer,Furniture,Small Box,2011-04-28
4883,2011-07-27,Low,14,1885.41,Regular Air,35,Fred McMath,Small Business,Office Supplies,Large Box,2011-07-29
4960,2011-03-21,Low,7,407.8725,Regular Air,3.99,Evan Henry,Corporate,Technology,Small Box,2011-03-23
4990,2011-02-14,Medium,18,1731.104,Regular Air,69,Joni Wasserman,Consumer,Furniture,Large Box,2011-02-15
5030,2011-01-06,High,15,5713.48,Delivery Truck,85.63,Deanra Eno,Corporate,Furniture,Jumbo Box,2011-01-08
5036,2012-02-19,Low,20,37.4,Express Air,1.57,Deanra Eno,Corporate,Office Supplies,Wrap Bag,2012-02-24
5240,2012-11-01,Low,22,2052.2655,Regular Air,2.5,Brad Thomas,Corporate,Technology,Small Box,2012-11-05
5263,2010-04-15,Not Specified,21,2172.702,Regular Air,2.5,Mark Packer,Small Business,Technology,Small Box,2010-04-17
5299,2009-11-04,Critical,25,88.37,Regular Air,0.5,Pierre Wener,Home Office,Office Supplies,Small Box,2009-11-06
5310,2011-12-29,High,14,36.74,Regular Air,0.97,Eleni McCrary,Corporate,Office Supplies,Wrap Bag,2011-12-30
5334,2011-11-24,Not Specified,14,436.78,Regular Air,5.5,Bart Folk,Corporate,Technology,Small Box,2011-11-25
5399,2010-05-15,High,46,1053.84,Regular Air,21.2,Dean Percer,Consumer,Furniture,Medium Box,2010-05-15
5427,2009-11-02,Critical,37,9517.6,Delivery Truck,57,Sylvia Foulston,Home Office,Furniture,Jumbo Drum,2009-11-05
5477,2012-10-28,Low,46,6943.94,Regular Air,4,Ben Peterman,Corporate,Technology,Small Box,2012-10-30
5493,2010-12-25,Critical,46,944.76,Regular Air,8.68,Paul Knutson,Corporate,Office Supplies,Small Box,2010-12-27
5503,2009-05-21,Critical,26,1204.5095,Regular Air,5,Astrea Jones,Corporate,Technology,Small Pack,2009-05-22
5530,2011-08-26,Medium,5,24.91,Regular Air,0.71,Noel Staavos,Home Office,Office Supplies,Wrap Bag,2011-08-27
5538,2010-09-26,Critical,9,373.48,Express Air,2.99,Tracy Poddar,Corporate,Office Supplies,Small Box,2010-09-27
5567,2009-05-26,Critical,21,56.21,Regular Air,0.8,Sara Luxemburg,Small Business,Office Supplies,Wrap Bag,2009-05-27
5613,2009-06-07,Low,33,1683.69,Regular Air,5.79,Chuck Sachs,Consumer,Office Supplies,Small Box,2009-06-14
5653,2010-07-25,High,9,130.43,Regular Air,4.51,Mark Packer,Small Business,Office Supplies,Small Box,2010-07-25
5829,2010-05-08,Medium,1,423.3,Regular Air,19.99,Erica Hernandez,Small Business,Office Supplies,Small Box,2010-05-09
5834,2010-05-12,Low,38,2702.3,Delivery Truck,59.81,Fred McMath,Small Business,Furniture,Jumbo Drum,2010-05-16
