id,OrderDate,OrderPriority,OrderQuantity,Sales,ShipMode,ShippingCost,CustomerName,CustomerSegment,ProductCategory,ProductContainer,ShipDate
723,11/25/2010,Low,14,2066.63,Regular Air,19.99,Evan Henry,Corporate,Office Supplies,Small Box,11/27/2010
848,9/22/2011,Critical,48,1734.72,Regular Air,19.99,Michael Kennedy,Corporate,Office Supplies,Small Box,9/24/2011
955,12/10/2011,Not Specified,14,294.52,Regular Air,5.94,Alan Shonely,Small Business,Office Supplies,Medium Box,12/12/2011
960,3/26/2012,Low,4,187.3995,Regular Air,3.3,Dianna Arnett,Home Office,Technology,Small Pack,3/28/2012
972,10/10/2011,Low,15,241.89,Regular Air,10.68,Shirley Jackson,Corporate,Office Supplies,Small Box,10/12/2011
973,10/10/2011,Low,43,83.34,Regular Air,2.58,Shirley Jackson,Corporate,Office Supplies,Wrap Bag,10/14/2011
1003,9/14/2009,High,7,296.84,Regular Air,1.99,Debra Catini,Small Business,Technology,Small Pack,9/15/2009
1080,3/13/2010,Medium,23,139.19,Regular Air,7.15,Carlos Meador,Corporate,Office Supplies,Small Box,3/15/2010
1099,10/21/2012,Medium,17,1125.76,Regular Air,12.23,Debra Catini,Small Business,Furniture,Medium Box,10/23/2012
1135,2/1/2010,Not Specified,18,299.87,Regular Air,1.39,Ellis Ballard,Corporate,Office Supplies,Small Box,2/2/2010
1166,7/15/2011,Low,8,84.64,Express Air,4.5,Fred McMath,Small Business,Office Supplies,Small Box,7/22/2011
1240,6/2/2012,Medium,30,1136.44,Regular Air,6.5,Katherine Murray,Home Office,Technology,Small Box,6/4/2012
1314,4/13/2009,Critical,1,3.42,Regular Air,1.49,Andy Reiter,Corporate,Office Supplies,Small Box,4/15/2009
1444,1/2/2011,Low,24,138.75,Regular Air,1,Karl Brown,Corporate,Office Supplies,Wrap Bag,1/9/2011
1491,9/10/2011,Critical,5,95.38,Regular Air,13.18,Dianna Wilson,Small Business,Office Supplies,Small Box,9/11/2011
1527,5/13/2012,High,36,251.05,Regular Air,0.49,Fred McMath,Small Business,Office Supplies,Small Box,5/14/2012
1558,10/30/2010,High,49,261.02,Regular Air,4.95,Robert Barroso,Small Business,Office Supplies,Small Box,10/31/2010
1604,9/24/2012,Not Specified,30,243.49,Regular Air,2.38,Valerie Mitchum,Home Office,Technology,Small Pack,9/25/2012
1628,6/29/2010,Not Specified,45,311.1,Regular Air,2,Alex Grayson,Consumer,Office Supplies,Wrap Bag,7/1/2010
1629,6/29/2010,Not Specified,43,452.93,Regular Air,6.5,Alex Grayson,Consumer,Technology,Small Box,6/30/2010
1748,5/13/2010,Medium,16,1702.499,Regular Air,5.99,Michael Stewart,Small Business,Technology,Small Box,5/16/2010
1754,1/13/2010,Low,43,140.72,Regular Air,3.97,Dave Poirier,Small Business,Office Supplies,Wrap Bag,1/15/2010
1795,3/1/2011,Critical,31,53.33,Regular Air,0.7,Muhammed Lee,Consumer,Office Supplies,Wrap Bag,3/2/2011
1809,4/24/2012,Medium,11,653.92,Regular Air,9.71,Doug Jacobs,Home Office,Office Supplies,Small Box,4/25/2012
1815,1/15/2012,Critical,42,290.68,Regular Air,6.18,Fred McMath,Small Business,Office Supplies,Small Box,1/17/2012
1873,10/16/2010,Not Specified,47,231.29,Express Air,5.68,Noel Staavos,Home Office,Office Supplies,Small Box,10/18/2010
1891,5/17/2012,Critical,7,40.11,Regular Air,5.14,Pierre Wener,Home Office,Technology,Small Pack,5/18/2012
1916,5/9/2010,Not Specified,10,44.08,Regular Air,1.22,Tom Prescott,Small Business,Office Supplies,Wrap Bag,5/12/2010
1971,7/24/2009,Low,1,68.45,Express Air,13.66,Paul Lucas,Corporate,Office Supplies,Small Box,7/24/2009
1974,4/6/2009,Critical,38,6532.48,Delivery Truck,35.89,Dave Poirier,Small Business,Furniture,Jumbo Box,4/8/2009
1975,4/6/2009,Critical,41,241.9,Regular Air,5.92,Dave Poirier,Small Business,Furniture,Medium Box,4/6/2009
2099,12/21/2011,Not Specified,46,1200.13,Express Air,8.99,Erica Hernandez,Small Business,Office Supplies,Small Pack,12/23/2011
2152,5/13/2012,Critical,7,2202.45,Delivery Truck,69.55,Benjamin Venier,Small Business,Furniture,Jumbo Drum,5/15/2012
2218,1/5/2012,Medium,28,169.22,Regular Air,8.49,Harold Dahlen,Corporate,Office Supplies,Small Box,1/7/2012
2219,1/5/2012,Medium,10,1319.421,Regular Air,8.08,Harold Dahlen,Corporate,Technology,Small Box,1/6/2012
2220,1/5/2012,Medium,33,550.93,Regular Air,9.47,Harold Dahlen,Corporate,Office Supplies,Small Box,1/6/2012
2374,5/27/2012,Medium,7,2236.16,Delivery Truck,58.95,Eric Barreto,Small Business,Furniture,Jumbo Drum,5/28/2012
2436,5/13/2012,High,43,1883.82,Regular Air,3.5,Michael Kennedy,Corporate,Office Supplies,Small Box,5/15/2012
2467,8/20/2012,High,21,1490.56,Delivery Truck,60,Troy Staebel,Small Business,Office Supplies,Jumbo Drum,8/22/2012
2468,8/20/2012,High,17,105.44,Regular Air,1.2,Troy Staebel,Small Business,Office Supplies,Wrap Bag,8/22/2012
2472,9/9/2012,Medium,28,1201.68,Regular Air,19.99,Doug Jacobs,Home Office,Office Supplies,Small Box,9/12/2012
2473,9/9/2012,Medium,21,2784.57,Regular Air,24.49,Doug Jacobs,Home Office,Furniture,Large Box,9/12/2012
2478,3/25/2010,Critical,22,5202.896,Delivery Truck,54.12,Benjamin Venier,Small Business,Furniture,Jumbo Box,3/27/2010
2532,4/12/2012,Critical,35,6608.24,Regular Air,0.99,Tracy Poddar,Corporate,Office Supplies,Small Box,4/12/2012
2708,2/25/2011,Low,2,7.98,Regular Air,1.35,Ellis Ballard,Corporate,Office Supplies,Wrap Bag,2/28/2011
2849,10/5/2009,Critical,49,8252.361,Regular Air,4.2,Paul Knutson,Corporate,Technology,Small Box,10/6/2009
2850,10/5/2009,Critical,7,2205.84,Delivery Truck,18.06,Paul Knutson,Corporate,Technology,Jumbo Drum,10/6/2009
2877,12/25/2011,Medium,15,3364.248,Delivery Truck,61.76,Aaron Hawkins,Home Office,Furniture,Jumbo Box,12/27/2011
2897,5/20/2009,High,4,442.99,Delivery Truck,35.84,Elizabeth Moffitt,Consumer,Furniture,Jumbo Box,5/21/2009
2945,12/9/2012,Low,29,587.2,Regular Air,1.99,Bobby Trafton,Corporate,Technology,Small Pack,12/13/2012
2946,12/9/2012,Low,39,110.79,Regular Air,0.5,Bobby Trafton,Corporate,Office Supplies,Small Box,12/18/2012
2998,1/22/2011,Not Specified,29,516.62,Regular Air,1.99,Troy Staebel,Small Business,Technology,Small Pack,1/23/2011
3095,4/23/2012,Medium,30,177.22,Regular Air,1,Speros Goranitis,Corporate,Office Supplies,Wrap Bag,4/24/2012
3109,5/14/2010,Medium,24,790.24,Regular Air,9.02,Bill Tyler,Consumer,Technology,Small Box,5/15/2010
3247,1/16/2012,High,14,50.85,Express Air,2.2,Pierre Wener,Home Office,Office Supplies,Wrap Bag,1/18/2012
3287,4/11/2011,Critical,20,1077.8085,Express Air,8.99,Alan Shonely,Small Business,Technology,Small Box,4/13/2011
3288,4/11/2011,Critical,19,2899.98,Regular Air,5.5,Alan Shonely,Small Business,Technology,Small Box,4/12/2011
3289,4/11/2011,Critical,36,233.38,Regular Air,8.73,Alan Shonely,Small Business,Office Supplies,Small Box,4/13/2011
3349,3/4/2011,Critical,19,127.48,Regular Air,5.84,Tracy Poddar,Corporate,Office Supplies,Small Box,3/7/2011
3458,7/28/2009,Critical,40,2550.12,Express Air,4.5,Tony Molinari,Corporate,Office Supplies,Small Box,7/30/2009
3570,5/21/2009,High,40,194.02,Regular Air,0.8,Bill Shonely,Small Business,Office Supplies,Wrap Bag,5/22/2009
3629,4/22/2009,Medium,14,422.83,Regular Air,6.64,Rick Duston,Corporate,Office Supplies,Small Box,4/22/2009
3634,5/4/2011,Not Specified,10,170.35,Regular Air,8.34,Janet Martin,Corporate,Office Supplies,Small Box,5/6/2011
3668,9/12/2010,Low,19,20329.8,Regular Air,13.99,Janet Martin,Corporate,Technology,Medium Box,9/16/2010
3676,10/30/2012,Low,15,2567.64,Regular Air,69,Brendan Murry,Corporate,Furniture,Large Box,11/4/2012
3739,2/6/2009,Critical,2,1838.18,Regular Air,13.99,Bobby Elias,Small Business,Technology,Medium Box,2/8/2009
3749,7/23/2010,Critical,12,1466.95,Delivery Truck,30,Christy Brittain,Consumer,Furniture,Jumbo Drum,7/24/2010
3750,7/23/2010,Critical,33,440.23,Regular Air,7.51,Christy Brittain,Consumer,Technology,Medium Box,7/24/2010
3765,4/27/2012,Low,18,3136.2025,Regular Air,5.26,Noel Staavos,Home Office,Technology,Small Box,5/1/2012
3776,8/15/2009,Critical,48,460.69,Regular Air,7.29,Aaron Hawkins,Home Office,Furniture,Small Pack,8/17/2009
3845,1/31/2011,High,12,82.64,Regular Air,2.35,Anthony Garverick,Small Business,Office Supplies,Wrap Bag,2/1/2011
3949,6/15/2009,Not Specified,10,784.08,Delivery Truck,46.74,Chuck Sachs,Consumer,Furniture,Jumbo Box,6/16/2009
3951,6/15/2009,Not Specified,41,1085.61,Regular Air,4,Chuck Sachs,Consumer,Technology,Small Box,6/17/2009
4070,9/19/2011,Critical,41,6863.95,Express Air,19.99,Craig Yedwab,Consumer,Office Supplies,Small Box,9/20/2011
4130,6/10/2010,High,33,162.39,Regular Air,5.57,Bobby Trafton,Small Business,Office Supplies,Small Box,6/12/2010
4131,8/25/2009,High,47,2519.55,Regular Air,16.11,Eric Barreto,Consumer,Office Supplies,Small Box,8/27/2009
4133,8/25/2009,High,46,1634.17,Express Air,13.89,Eric Barreto,Consumer,Office Supplies,Wrap Bag,8/26/2009
4152,2/15/2012,Medium,40,13367.82,Delivery Truck,29.2,Katrina Willman,Consumer,Furniture,Jumbo Box,2/16/2012
4225,10/15/2010,Low,34,16193.16,Delivery Truck,49,Giulietta Dortch,Consumer,Technology,Jumbo Drum,10/19/2010
4241,10/4/2010,Critical,30,443.46,Regular Air,1.39,Aaron Hawkins,Home Office,Office Supplies,Small Box,10/5/2010
4242,1/29/2011,Not Specified,31,792.76,Regular Air,12.98,Karl Brown,Home Office,Office Supplies,Small Box,1/31/2011
4251,8/26/2011,Low,44,1453.704,Regular Air,1.1,Carlos Meador,Corporate,Technology,Small Box,8/30/2011
4252,8/26/2011,Low,34,7656.304,Delivery Truck,54.12,Carlos Meador,Corporate,Furniture,Jumbo Box,8/30/2011
4254,12/7/2011,Critical,25,1412.98,Regular Air,4.5,Ellis Ballard,Corporate,Office Supplies,Small Box,12/7/2011
4255,12/7/2011,Critical,39,19539.94,Delivery Truck,16.63,Ellis Ballard,Corporate,Technology,Jumbo Box,12/8/2011
4587,9/15/2012,High,18,126.69,Regular Air,5.48,Peter McVee,Small Business,Office Supplies,Small Box,9/17/2012
4588,9/15/2012,High,12,162.11,Express Air,6.47,Peter McVee,Small Business,Office Supplies,Small Box,9/17/2012
4621,3/3/2012,High,34,145.48,Express Air,1.2,Corey Lock,Home Office,Office Supplies,Wrap Bag,3/4/2012
4631,2/24/2011,High,25,2427.25,Regular Air,19.99,Michael Paige,Small Business,Technology,Small Box,2/25/2011
4639,1/24/2009,Low,5,318.31,Regular Air,0.99,Debra Catini,Small Business,Office Supplies,Small Box,1/29/2009
4655,8/3/2010,Critical,7,368.0245,Regular Air,4.2,Harold Dahlen,Corporate,Technology,Small Box,8/6/2010
4673,11/30/2011,Not Specified,6,24.2,Regular Air,1.17,Katherine Murray,Home Office,Office Supplies,Wrap Bag,12/2/2011
4733,7/26/2009,Low,13,1619.51,Delivery Truck,70.2,Troy Staebel,Small Business,Furniture,Jumbo Drum,7/30/2009
4747,8/4/2012,High,45,463.93,Regular Air,2.89,Pierre Wener,Home Office,Office Supplies,Small Pack,8/5/2012
4757,1/11/2009,Not Specified,29,138.17,Express Air,6.6,Bradley Drucker,Small Business,Furniture,Small Box,1/13/2009
4758,1/11/2009,Not Specified,18,216.87,Regular Air,5.01,Bradley Drucker,Small Business,Office Supplies,Small Box,1/11/2009
4826,9/6/2012,High,16,75.77,Regular Air,5.15,Fred McMath,Small Business,Office Supplies,Small Box,9/8/2012
4859,7/19/2012,Medium,12,488.65,Regular Air,17.48,Dave Poirier,Small Business,Office Supplies,Small Box,7/20/2012
4872,1/10/2012,Critical,35,12741.81,Delivery Truck,99,Darrin Sayre,Consumer,Office Supplies,Jumbo Drum,1/12/2012
4874,11/23/2009,Low,36,572.4,Regular Air,6.25,Brad Thomas,Home Office,Office Supplies,Small Box,11/30/2009
4878,4/28/2011,Low,11,55.49,Regular Air,7.24,Elizabeth Moffitt,Consumer,Furniture,Small Box,4/28/2011
4883,7/27/2011,Low,14,1885.41,Regular Air,35,Fred McMath,Small Business,Office Supplies,Large Box,7/29/2011
4960,3/21/2011,Low,7,407.8725,Regular Air,3.99,Evan Henry,Corporate,Technology,Small Box,3/23/2011
4990,2/14/2011,Medium,18,1731.104,Regular Air,69,Joni Wasserman,Consumer,Furniture,Large Box,2/15/2011
5030,1/6/2011,High,15,5713.48,Delivery Truck,85.63,Deanra Eno,Corporate,Furniture,Jumbo Box,1/8/2011
5036,2/19/2012,Low,20,37.4,Express Air,1.57,Deanra Eno,Corporate,Office Supplies,Wrap Bag,2/24/2012
5240,11/1/2012,Low,22,2052.2655,Regular Air,2.5,Brad Thomas,Corporate,Technology,Small Box,11/5/2012
5263,4/15/2010,Not Specified,21,2172.702,Regular Air,2.5,Mark Packer,Small Business,Technology,Small Box,4/17/2010
5299,11/4/2009,Critical,25,88.37,Regular Air,0.5,Pierre Wener,Home Office,Office Supplies,Small Box,11/6/2009
5310,12/29/2011,High,14,36.74,Regular Air,0.97,Eleni McCrary,Corporate,Office Supplies,Wrap Bag,12/30/2011
5334,11/24/2011,Not Specified,14,436.78,Regular Air,5.5,Bart Folk,Corporate,Technology,Small Box,11/25/2011
5399,5/15/2010,High,46,1053.84,Regular Air,21.2,Dean Percer,Consumer,Furniture,Medium Box,5/15/2010
5427,11/2/2009,Critical,37,9517.6,Delivery Truck,57,Sylvia Foulston,Home Office,Furniture,Jumbo Drum,11/5/2009
5477,10/28/2012,Low,46,6943.94,Regular Air,4,Ben Peterman,Corporate,Technology,Small Box,10/30/2012
5493,12/25/2010,Critical,46,944.76,Regular Air,8.68,Paul Knutson,Corporate,Office Supplies,Small Box,12/27/2010
5503,5/21/2009,Critical,26,1204.5095,Regular Air,5,Astrea Jones,Corporate,Technology,Small Pack,5/22/2009
5530,8/26/2011,Medium,5,24.91,Regular Air,0.71,Noel Staavos,Home Office,Office Supplies,Wrap Bag,8/27/2011
5538,9/26/2010,Critical,9,373.48,Express Air,2.99,Tracy Poddar,Corporate,Office Supplies,Small Box,9/27/2010
5567,5/26/2009,Critical,21,56.21,Regular Air,0.8,Sara Luxemburg,Small Business,Office Supplies,Wrap Bag,5/27/2009
5613,6/7/2009,Low,33,1683.69,Regular Air,5.79,Chuck Sachs,Consumer,Office Supplies,Small Box,6/14/2009
5653,7/25/2010,High,9,130.43,Regular Air,4.51,Mark Packer,Small Business,Office Supplies,Small Box,7/25/2010
5829,5/8/2010,Medium,1,423.3,Regular Air,19.99,Erica Hernandez,Small Business,Office Supplies,Small Box,5/9/2010
5834,5/12/2010,Low,38,2702.3,Delivery Truck,59.81,Fred McMath,Small Business,Furniture,Jumbo Drum,5/16/2010
5900,10/16/2010,Medium,2,570.98,Delivery Truck,54.31,Chuck Sachs,Consumer,Furniture,Jumbo Drum,10/18/2010
5996,3/9/2012,Low,23,44.89,Regular Air,1.63,Darrin Sayre,Consumer,Office Supplies,Wrap Bag,3/11/2012
6003,2/23/2010,Medium,29,200.7,Regular Air,9.17,Alex Grayson,Consumer,Office Supplies,Small Box,2/24/2010
6004,10/10/2010,Low,2,6.34,Regular Air,0.97,Bobby Elias,Small Business,Office Supplies,Wrap Bag,10/14/2010
6006,10/10/2010,Low,48,2996.93,Regular Air,3.5,Bobby Elias,Small Business,Office Supplies,Small Box,10/14/2010
6095,7/31/2010,Not Specified,3,554.32,Regular Air,19.99,Sara Luxemburg,Small Business,Office Supplies,Small Box,8/1/2010
6096,7/31/2010,Not Specified,15,1073.567,Regular Air,0.99,Sara Luxemburg,Small Business,Technology,Wrap Bag,8/1/2010
6150,5/14/2009,Not Specified,29,143.29,Regular Air,4.72,Bart Folk,Corporate,Office Supplies,Small Box,5/15/2009
6217,1/10/2012,Critical,45,5811.97,Delivery Truck,51.94,Keith Herrera,Corporate,Furniture,Jumbo Box,1/12/2012
6223,7/3/2010,Low,23,1914.16,Delivery Truck,33.6,Keith Herrera,Small Business,Technology,Jumbo Drum,7/10/2010
6299,10/4/2009,Low,21,315.07,Regular Air,5.3,Deanra Eno,Corporate,Furniture,Wrap Bag,10/6/2009
6353,7/24/2010,High,1,18.16,Regular Air,6.13,Giulietta Dortch,Consumer,Office Supplies,Small Box,7/26/2010
6487,12/5/2010,Low,13,11169.95,Regular Air,19.99,Rick Duston,Corporate,Office Supplies,Small Box,12/5/2010
6512,12/17/2009,High,23,39.13,Regular Air,1.57,Astrea Jones,Corporate,Office Supplies,Wrap Bag,12/18/2009
6513,4/24/2012,High,48,166.13,Regular Air,3.97,Cynthia Voltz,Corporate,Office Supplies,Wrap Bag,4/26/2012
6541,8/21/2011,Low,17,3064.658,Regular Air,2.79,Chuck Sachs,Consumer,Technology,Small Box,8/26/2011
6608,5/13/2010,Low,35,584.42,Express Air,8.99,Michael Oakman,Small Business,Office Supplies,Small Pack,5/17/2010
6619,10/25/2011,Medium,37,2192.63,Regular Air,3.99,Becky Martin,Home Office,Office Supplies,Small Box,10/27/2011
6693,7/11/2009,Critical,16,230.74,Express Air,5.3,David Kendrick,Home Office,Furniture,Wrap Bag,7/13/2009
6839,10/30/2012,Low,28,31.2,Regular Air,0.7,Erica Hernandez,Small Business,Office Supplies,Wrap Bag,11/3/2012
6929,1/23/2011,High,41,396.15,Regular Air,4.82,Nicole Brennan,Home Office,Office Supplies,Wrap Bag,1/24/2011
6972,3/22/2011,High,33,1900.226,Express Air,5.31,Erica Hernandez,Small Business,Technology,Small Box,3/23/2011
7156,4/10/2009,Medium,28,65.7,Express Air,4.86,Ellis Ballard,Corporate,Furniture,Small Box,4/11/2009
7157,4/10/2009,Medium,38,1685.07,Regular Air,34.2,Ellis Ballard,Corporate,Furniture,Wrap Bag,4/11/2009
7261,11/11/2011,Medium,47,3587.72,Delivery Truck,89.3,Brian Stugart,Consumer,Furniture,Jumbo Box,11/13/2011
7556,2/14/2012,High,34,5634.3525,Regular Air,8.08,Alex Grayson,Consumer,Technology,Small Box,2/15/2012
7630,6/12/2011,Low,34,154.43,Regular Air,6.92,Erica Hernandez,Small Business,Furniture,Small Box,6/14/2011
7741,11/1/2011,Critical,8,2302.36,Express Air,7.18,Paul Knutson,Corporate,Technology,Small Box,11/3/2011
7767,5/8/2011,High,24,437.478,Regular Air,1.25,Joni Wasserman,Consumer,Technology,Small Pack,5/9/2011
7821,5/19/2009,Low,2,32.6,Regular Air,5.5,Karen Ferguson,Home Office,Office Supplies,Small Box,5/26/2009
7825,7/2/2012,Not Specified,42,802.46,Express Air,5.97,Mark Haberlin,Small Business,Office Supplies,Small Box,7/3/2012
7866,8/15/2009,Not Specified,34,223.76,Regular Air,7.91,Julie Kriz,Corporate,Office Supplies,Small Box,8/16/2009
7946,7/27/2011,Critical,13,1207.02,Delivery Truck,14,Giulietta Dortch,Corporate,Technology,Jumbo Drum,7/28/2011
8156,5/28/2009,Low,18,106.45,Regular Air,2.27,Rick Duston,Corporate,Office Supplies,Wrap Bag,5/30/2009
8161,1/9/2009,Not Specified,39,121.87,Regular Air,1.35,Yana Sorensen,Corporate,Office Supplies,Wrap Bag,1/11/2009
8299,1/11/2010,High,5,647.27,Delivery Truck,70.2,Deborah Brumfield,Small Business,Furniture,Jumbo Drum,1/11/2010
8342,2/13/2010,Not Specified,35,225.4,Regular Air,8.4,Maureen Gastineau,Consumer,Office Supplies,Small Box,2/15/2010
8358,12/13/2010,Critical,26,9225.65,Delivery Truck,60,Julia Barnett,Corporate,Furniture,Jumbo Drum,12/15/2010
8366,12/12/2012,Not Specified,18,1837.94,Regular Air,8.99,Julia Barnett,Corporate,Furniture,Small Pack,12/14/2012
8368,12/12/2012,Not Specified,28,24391.16,Delivery Truck,44.55,Julia Barnett,Corporate,Furniture,Jumbo Box,12/13/2012
14,12/17/2010,Low,48,90.05,Regular Air,2.58,Helen Wasserman,Home Office,Office Supplies,Wrap Bag,12/22/2010
15,12/17/2010,Low,46,7804.53,Regular Air,5.99,Helen Wasserman,Home Office,Technology,Small Box,12/22/2010
25,10/20/2011,Not Specified,25,125.85,Regular Air,4.62,Anne Pryor,Consumer,Technology,Small Pack,10/22/2011
27,8/7/2010,Critical,14,174.89,Regular Air,6.27,Justin Hirsh,Consumer,Office Supplies,Medium Box,8/9/2010
35,5/24/2011,Critical,24,126.58,Regular Air,0.7,Karen Ferguson,Home Office,Office Supplies,Wrap Bag,5/25/2011
36,5/24/2011,Critical,1,23.7,Regular Air,4.1,Karen Ferguson,Home Office,Office Supplies,Wrap Bag,5/26/2011
47,1/5/2009,Not Specified,24,188.73,Regular Air,5.83,Dorris Love,Home Office,Office Supplies,Wrap Bag,1/6/2009
104,4/30/2012,Critical,5,1679.58,Delivery Truck,58.95,Bill Eplett,Corporate,Furniture,Jumbo Drum,5/1/2012
112,3/1/2010,Not Specified,7,560.51,Regular Air,4.5,Caroline Jumper,Corporate,Office Supplies,Small Box,3/3/2010
113,3/1/2010,Not Specified,31,189.95,Regular Air,5.14,Caroline Jumper,Corporate,Office Supplies,Small Box,3/2/2010
117,4/16/2010,High,35,589.24,Regular Air,8.17,Pamela Stobb,Consumer,Office Supplies,Medium Box,4/18/2010
118,4/16/2010,High,25,233.05,Regular Air,1.39,Pamela Stobb,Consumer,Office Supplies,Small Box,4/18/2010
181,4/8/2009,Critical,27,129.1,Regular Air,4.99,Aaron Smayling,Small Business,Office Supplies,Small Box,4/9/2009
263,12/4/2010,Medium,22,38.26,Regular Air,0.7,Aaron Smayling,Small Business,Office Supplies,Wrap Bag,12/6/2010
355,7/15/2011,Not Specified,30,4147.47,Delivery Truck,17.85,Caroline Jumper,Corporate,Technology,Jumbo Drum,7/16/2011
446,10/29/2012,Not Specified,13,4002.14,Regular Air,19.99,Pamela Stobb,Consumer,Office Supplies,Small Box,10/31/2012
450,1/7/2009,Medium,3,10.58,Regular Air,4.77,Jasper Cacioppo,Home Office,Office Supplies,Small Box,1/8/2009
451,1/7/2009,Medium,3,2119.67,Express Air,24.49,Jasper Cacioppo,Home Office,Technology,Large Box,1/8/2009
452,1/7/2009,Medium,7,45923.76,Regular Air,24.49,Jasper Cacioppo,Home Office,Technology,Large Box,1/8/2009
464,1/29/2012,Low,14,80.6,Regular Air,3.96,Jasper Cacioppo,Home Office,Furniture,Wrap Bag,2/3/2012
469,4/10/2012,Low,8,136.61,Regular Air,3.73,Alan Haines,Consumer,Furniture,Small Pack,4/10/2012
470,4/10/2012,Low,42,2907.63,Express Air,69,Alan Haines,Consumer,Furniture,Large Box,4/14/2012
520,10/23/2012,Medium,34,136.67,Express Air,5.44,Logan Haushalter,Corporate,Office Supplies,Small Box,10/24/2012
523,12/4/2010,High,32,383.57,Regular Air,5.16,Lena Cacioppo,Home Office,Furniture,Small Box,12/5/2010
524,12/4/2010,High,31,461.1,Regular Air,5,Lena Cacioppo,Home Office,Furniture,Small Pack,12/6/2010
554,4/29/2011,Medium,12,76.16,Regular Air,5.2,Aaron Smayling,Small Business,Office Supplies,Small Box,5/1/2011
556,5/25/2010,Critical,34,268.09,Regular Air,2.38,Deirdre Greer,Home Office,Technology,Small Pack,5/27/2010
557,5/25/2010,Critical,12,557.03,Regular Air,1.99,Deirdre Greer,Home Office,Technology,Small Pack,5/26/2010
558,5/25/2010,Critical,3,26.53,Regular Air,6.92,Deirdre Greer,Home Office,Office Supplies,Small Box,5/26/2010
559,5/25/2010,Critical,34,5133.9235,Regular Air,4.99,Deirdre Greer,Home Office,Technology,Small Box,5/26/2010
566,10/4/2009,Not Specified,19,1184.45,Regular Air,49,John Stevenson,Small Business,Office Supplies,Large Box,10/6/2009
567,10/4/2009,Not Specified,20,25409.63,Regular Air,19.99,John Stevenson,Small Business,Office Supplies,Small Box,10/6/2009
568,10/4/2009,Not Specified,43,7308.283,Express Air,8.99,John Stevenson,Small Business,Technology,Small Box,10/6/2009
584,5/6/2010,Medium,14,63.52,Regular Air,0.71,Sheri Gordon,Corporate,Office Supplies,Wrap Bag,5/9/2010
585,5/6/2010,Medium,44,1512.25,Regular Air,8.99,Sheri Gordon,Corporate,Office Supplies,Small Pack,5/7/2010
599,7/2/2012,Not Specified,21,128.28,Regular Air,0.5,Bill Eplett,Corporate,Office Supplies,Small Box,7/3/2012
682,4/13/2011,Not Specified,41,117.4,Regular Air,0.5,Ben Wallace,Home Office,Office Supplies,Small Box,4/14/2011
688,1/5/2012,Low,4,41.94,Regular Air,8.94,Max Engle,Corporate,Office Supplies,Small Box,1/12/2012
689,1/5/2012,Low,17,89.25,Regular Air,0.5,Max Engle,Corporate,Office Supplies,Small Box,1/12/2012
690,1/5/2012,Low,7,79.81,Regular Air,2.36,Max Engle,Corporate,Office Supplies,Wrap Bag,1/10/2012
778,9/24/2010,Medium,15,703.54,Regular Air,3.99,Fred Chung,Corporate,Office Supplies,Small Box,9/26/2010
779,9/24/2010,Medium,6,65.93,Regular Air,1.79,Fred Chung,Corporate,Office Supplies,Wrap Bag,9/27/2010
780,9/24/2010,Medium,27,67.3,Regular Air,5,Fred Chung,Corporate,Office Supplies,Wrap Bag,9/26/2010
789,2/15/2011,Medium,23,138.17,Regular Air,2.27,Dennis Kane,Small Business,Office Supplies,Wrap Bag,2/17/2011
843,3/28/2010,Low,3,261.94,Delivery Truck,33.6,Phillip Flathmann,Small Business,Technology,Jumbo Drum,4/4/2010
844,3/28/2010,Low,47,9574.82,Regular Air,69,Phillip Flathmann,Small Business,Furniture,Large Box,4/2/2010
857,12/24/2011,Medium,50,510.56,Regular Air,5.16,Mathew Reese,Small Business,Furniture,Small Box,12/25/2011
858,12/24/2011,Medium,18,389.52,Express Air,6.68,Mathew Reese,Small Business,Furniture,Small Box,12/25/2011
930,8/29/2009,Low,12,33.43,Regular Air,0.5,Stuart Van,Consumer,Office Supplies,Small Box,8/29/2009
979,2/8/2010,Medium,44,12296.49,Delivery Truck,57,Brenda Bowman,Small Business,Furniture,Jumbo Drum,2/9/2010
980,2/8/2010,Medium,18,128.13,Regular Air,5.94,Brenda Bowman,Small Business,Office Supplies,Small Box,2/10/2010
1005,12/28/2010,Low,17,959.089,Regular Air,2.5,Logan Haushalter,Corporate,Technology,Small Box,1/14/2011
1041,10/28/2009,Critical,18,5459.32,Regular Air,24.49,Sheri Gordon,Corporate,Office Supplies,Large Box,10/30/2009
1042,10/28/2009,Critical,37,1793.42,Regular Air,19.99,Sheri Gordon,Corporate,Technology,Small Box,10/30/2009
1043,10/28/2009,Critical,32,3080.07,Regular Air,4.65,Sheri Gordon,Corporate,Office Supplies,Small Box,10/29/2009
1084,9/19/2010,Low,10,149.25,Regular Air,8.4,John Stevenson,Small Business,Office Supplies,Small Box,9/21/2010
1085,9/19/2010,Low,1,10.14,Regular Air,5.24,John Stevenson,Small Business,Office Supplies,Small Box,9/21/2010
1097,8/23/2012,Medium,37,1199.7,Regular Air,19.51,Phillip Flathmann,Small Business,Office Supplies,Small Box,8/24/2012
1112,10/7/2009,Medium,25,670.39,Regular Air,4,Mathew Reese,Small Business,Technology,Small Box,10/8/2009
1113,10/7/2009,Medium,32,5618.4,Regular Air,19.99,Mathew Reese,Small Business,Technology,Small Box,10/8/2009
